Collection text,Collection Description,MetaDescription,MetaKeywords,PageTitle,CollectionImageFilenameSource,CollectionImageFilename2,PageName
Mesh Fabrics ,"Mesh Fabric has slight stretch, perfect for bag pockets where you want to hold an item but want to see it, and need the pocket to stretch!  Finish off with fold over elastic to provide extra stretch.",,,Mesh Fabrics  | Sewing & Quilting,https://www.quiltdirect.co.uk/acatalog/PYDSP.jpg,NN123X.jpg,Mesh-Fabrics-.html
Metric Omnigrid Rulers. Squares  & Triangles,,,,Metric Omnigrid Rulers. Squares  & Triangles,https://www.quiltdirect.co.uk/acatalog/OGRN2518.jpg,OG611307.jpg,Metric.html
Metric Rulers,,,,,https://www.quiltdirect.co.uk/acatalog/OG611643.jpg,OG611318.jpg,Metric-Rulers-and-Squares.html
Mettler 100% Cotton Silk Finish Thread  28/2 200m,28/2 200m,,,Mettler 100% Cotton Silk Finish Thread  28/2 200m,https://www.quiltdirect.co.uk/acatalog/60wtGroup.jpg,Art9129grp.jpg,Mettler-Regular-Embroidery-Cotton-28-2-200m.html
Mettler 100% Cotton Silk Finish Thread  40/2 ,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler 100% Cotton Silk Finish Thread  40/2 ,https://www.quiltdirect.co.uk/acatalog/PolysheenGroup.jpg,40wtGroup.jpg,Mettler--40------Cotton.html
Mettler 100% Cotton Silk Finish Thread  40/2  150m,"A 40/2 ply Tex size 40 thread for hand or machine quilting and sewing heavier natural fabrics.
150m. spools

",Mettler Machine and Hand Quilting Cotton Thread  40/3 150m,"Machine and Hand Quilting Cotton 40/3 150m, 100%, long staple, Egyptian, Mettler Quilting Thread",Mettler 100% Cotton Silk Finish Thread  40/2  150m,https://www.quiltdirect.co.uk/acatalog/Art9135grp.jpg,Art9136grp.jpg,Mettler_Machine_Quilting_150m.html
Mettler 100% Cotton Silk Finish Thread  40/2  457m,"A 40/2 ply Tex size 40 thread for hand or machine quilting and sewing heavier natural fabrics.

457m. spools

",Mettler Machine and Hand Quilting Cotton  Thread 40/3 457m,"Machine and Hand Quilting Cotton 40/3 457m, 100%, long staple, Egyptian, Mettler Quilting Thread",Mettler 100% Cotton Silk Finish Thread  40/2  457m,https://www.quiltdirect.co.uk/acatalog/ART3406.jpg,Art9135grp.jpg,Mettler_Machine_Quilting_457m.html
Mettler 100% Cotton Silk Finish Thread  40/2 1463m,,,,Mettler 100% Cotton Silk Finish Thread  40/2 1463m,https://www.quiltdirect.co.uk/acatalog/aurifillogonew.jpg,ART91401222.jpg,Mettler-40-3-.html
Mettler 100% Cotton Silk Finish Thread  50/2 150m,"

A 50/2 ply Tex size 35 thread for sewing dress weight cottons and piecing. It can be used for hand or machine quilting when a slightly less prominent stitch is desired.
150m spools

",Mettler Silk Finish Cotton Thread 50/3 150m,"Silk Finish Cotton 50/3 150m, 100%, long staple, Egyptian, sewing thread",Mettler 100% Cotton Silk Finish Thread  50/2 150m,https://www.quiltdirect.co.uk/acatalog/Art9104grp.jpg,Art9105grp.jpg,Mettler_Silk_Finish_Cotton_150m.html
Mettler 100% Cotton Silk Finish Thread  50/2 Multies ,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler 100% Cotton Silk Finish Thread  50/2 Multies ,https://www.quiltdirect.co.uk/acatalog/TildaLogo.jpg,50wtMultiesGroup.jpg,Mettler-50-2-Multies-Cotton.html
Mettler 100% Cotton Silk Finish Thread  50/2 Multies 100m,"A 50/2 ply Tex size 35 thread for sewing dress weight cottons and piecing. It can be used for quilting when a slightly less prominent stitch is desired, With its delightful changes in colour and small spool sizes the multis are an affordable choice for experimenting with different combinations in your next project.
100m spools

",Mettler Silk Finish Cotton Multi Thread 50/3 100m,"Silk Finish Cotton Multi  50/3 100m, 100%, long staple, Egyptian",Mettler 100% Cotton Silk Finish Thread  50/2 Multies 100m,https://www.quiltdirect.co.uk/acatalog/Art9085grp.JPG,Art9075grp.jpg,Mettler_Silk_Finish_Multi_150m.html
Mettler 100% Cotton Silk Finish Thread  50/2 Multies 1372m,"Mettler Cotton Multi 50/2 1372 meters

Larger Cones for larger projects, ideal for long arm quilting too.  Beautiful multi coloured threads for texture and interest on you surface embelishments.

",Mettler Cotton Multi 50/2 1372m,,Mettler Cotton Multi 50/2 1372m,https://www.quiltdirect.co.uk/acatalog/Art9136grp.jpg,ART9090GRP.jpg,
Mettler 100% Cotton Silk Finish Thread  50/2 Multies 457m,"A 50/2 ply Tex size 35 thread for sewing dress weight cottons and piecing. It can be used for quilting when a slightly less prominent stitch is desired, With its delightful changes in colour the multis are an affordable choice for experimenting with different combinations in your next project.
100m spools

",Mettler Silk Finish Cotton Multi Thread 50/3 457m,"Silk Finish Cotton Multi 50/3 457m, 100%, long staple, Egyptian",Mettler 100% Cotton Silk Finish Thread  50/2 Multies 457m,https://www.quiltdirect.co.uk/acatalog/ART9090GRP.jpg,Art9085grp.JPG,Mettler_Silk_Finish_Cotton_Multi_50_3_487m.html
Mettler 100% Cotton Silk Finish Thread 28/2,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!

The heavier weight thread in the classical Amann Group Mettler cotton embroidery threads, for decorative uses on heavier cottons, denim or when a bolder finish is required. Produced from 100% long-staple cotton, they stand out for their noble shine and for their soft, smooth and silk-like feel. The special dyeing technique gives the embroidery threads supreme colour fastness. And does so for years.

Product Features

Mercerization
Due to the mercerization process the embroidery thread reaches a high breaking resistance, has reduced shrinkage and is ironing resistant.

Highest color fastness
Due to the special dyeing technology, an exceptional color fastness is guaranteed.

Areas of application
Ideal for machine embroidery and quilting, decorative seams.

Suitability

For a perfect work on fabrics such as denim, cotton, linen, terry cloth, etc.",,,Mettler 100% Cotton Silk Finish Thread 28/2,https://www.quiltdirect.co.uk/acatalog/SKW100.jpg,28wtGroup.jpg,Mettler-28-2-Cotton.html
Mettler 100% Cotton Silk Finish Thread 28/2 80m,28/2 80m,,,Mettler 100% Cotton Silk Finish Thread 28/2 80m,https://www.quiltdirect.co.uk/acatalog/OLC60.jpg,Art9128grp.jpg,Mettler-Hold.html
Mettler 100% Cotton Silk Finish Thread 50/2 ,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler 100% Cotton Silk Finish Thread 50/2 ,https://www.quiltdirect.co.uk/acatalog/40wtGroup.jpg,50wtGroup.jpg,Mettler-50-2-Cotton.html
Mettler 100% Cotton Silk Finish Thread 50/2  500m,"

A 50/2 ply Tex size 35 thread for sewing dress weight cottons and piecing. It can be used for hand or machine quilting when a slightly less prominent stitch is desired.
500m spools

",Mettler Silk Finish Cotton Thread 50/3 547m,"Silk Finish Cotton 50/3 547m, 100%, long staple, Egyptian",Mettler 100% Cotton Silk Finish Thread 50/2  500m,https://www.quiltdirect.co.uk/acatalog/ART9150GROUP.jpg,Art9104grp.jpg,Mettler_Silk_Finish_547m.html
Mettler 100% Cotton Silk Finish Thread 50/2 1829m,"

A 50/3 ply Tex size 35 thread for sewing dress weight cottons and piecing. It can be used for hand or machine quilting when a slightly less prominent stitch is desired.
1829m cones
",Mettler Cotton 50/2 1829m,,Mettler Cotton 50/2 1829m,https://www.quiltdirect.co.uk/acatalog/Art9075grp.jpg,ART9150GROUP.jpg,
Mettler 100% Cotton Silk Finish Thread 60/2 Cotton,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler 100% Cotton Silk Finish Thread 60/2 Cotton,https://www.quiltdirect.co.uk/acatalog/50wtGroup.jpg,60wtGroup.jpg,Mettler-60-2-Cotton.html
Mettler 100% Silk Finish Cotton Thread  60/2 200m,"

A 60/2 ply Tex size 18 fine thread for machine piecing, a machine satin stitch, hand appliqué or a fine machine quilting stitch. 

The grey and natural  are a popular machine piecing choice. 


200m spools

",Mettler Fine Embroidery Cotton Thread 60/2 200m,"Fine Embroidery Cotton  60/2 200m, 100%, long staple, Egyptian",Mettler 100% Silk Finish Cotton Thread 60/2 200m,https://www.quiltdirect.co.uk/acatalog/Art9248grp.jpg,Art9240grp.jpg,Mettler_Fine_Embroidery_200m.html
Mettler 100% Silk Finish Cotton Thread 60/2 2743m,"

A 60/2 ply Tex size 18 fine thread for machine piecing, a machine satin stitch, hand appliqué or a fine machine quilting stitch. 

The grey and natural  are a popular machine piecing choice. 


2743m. cones
",Mettler Cotton 60/2 2743m,,Mettler 100% Silk Finish Cotton Thread 60/2 2743m,https://www.quiltdirect.co.uk/acatalog/Art9105grp.jpg,ART9160GRP.jpg,Mettler_60wt_Cones.html
Mettler 100% Silk Finish Cotton Thread 60/2 800m,"

A 60/2 ply Tex size 18 fine thread for machine piecing, a machine satin stitch, hand appliqué or a fine machine quilting stitch. 

The grey and natural  are a popular machine piecing choice. 

800m. spools

",Mettler Fine Embroidery Cotton Thread 60/2 800m,"Fine Embroidery Cotton 60/2 800m, 100%, long staple, Egyptian",Mettler 100% Silk Finish Cotton Thread 60/2 800m,https://www.quiltdirect.co.uk/acatalog/ART9160GRP.jpg,Art9248grp.jpg,Mettler_Fine_Embroidery_800m.html
Mettler Amanda Silk Thread 100/3,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler Amanda Silk Thread 100/3,https://www.quiltdirect.co.uk/acatalog/Shadecard.jpg,ART6688Grp.jpg,Mettler-Amanda.html
Mettler Amanda Threads,,,,,https://www.quiltdirect.co.uk/acatalog/PBA251A.jpg,,Mettler-Amanda-Threads.html
Mettler Extra Strong Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!


A thread that holds its promise and the name says it all: EXTRA STRONG. It keeps together what belongs together. The thread is created for seams that withstand supreme stresses themselves. EXTRA STRONG can be used as a stable, tear and abrasion-resistant thread or for decorative requirements; it can always be relied on to stitch extremely securely.


Product Features

Extra Strong holds together what belongs together and years on end. This thread has been created for seams that have to resist the highest levels of stress. EXTRA STRONG can be used as a stable, tear and chafe resistant thread or in decorative applications. Whatever your requirement it always produces an extra strong result.


Product Features
High tensile strength
Provides greater seam strength with no thread breakage and high chafe resistance.

Optimal sewability
EXTRA STRONG can be used for both hand and machine sewing.

Decorative
Decorative seams are particularly successful with EXTRA STRONG.
",,,Mettler Extra Strong Thread,https://www.quiltdirect.co.uk/acatalog/KingTutGroup.jpg,ExtrastrongGroup.jpg,Mettler-Extra-Strong-.html
Mettler Limited Edition Collections,"

",,,Mettler Threads Gift Packs colours for all seasons in Cotton Polyester &  Metallic,https://www.quiltdirect.co.uk/acatalog/SF18-Kit.jpg,Xmas8SilkFinishKit.jpg,Seasons-Limited-Editions.html
Mettler Metallic 100m,"
Add a little glitz to your work with the addition of a metallic highlight.  

100m spools

",Mettler Metallic Thread 100m,Mettler Metallic ,Mettler Metallic Thread 100m,https://www.quiltdirect.co.uk/acatalog/ART7643GROUP.jpg,Mettler mettallic group.jpg,Mettler_Metallic.html
Mettler Metallic 600m,"

Add a little glitz to your work with the addition of a metallic highlight.  

800m spools

",,,Mettler Metallic Thread 600m,https://www.quiltdirect.co.uk/acatalog/Serelon Small.jpg,ART7643GROUP.jpg,Mettler-Metallic-600m.html
Mettler Metallic Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!


METALLIC is the thread for special effects. It gives creative works an intensive light-shadow interaction and a surprising and permanent 3D effect. Particularly suited for fashionable embroideries and badges. Give your embroidery great presence, with METALLIC.


!!<<strong>>!!Product Features!!<</strong>>!!

Particularly suitable for fashionable embroideries and badges. Put your embroidery in the spotlight with METALLIC.


Product Features

Metallic shine
For special effects with intensive luminous power on all kinds of material. Also excellent when used together with other Amann Group Mettler embroidery threads.

High breaking resistance and optimal elasticity
These characteristics make working with METALLIC easy and undemanding.",,,Mettler Metallic Thread,https://www.quiltdirect.co.uk/acatalog/SeralonGroup.jpg,MetallicGroup.jpg,Mettler-Metallic-Thread.html
Mettler Polysheen 200m,"
40wt Mettler Trilobal Polyester thread with all the beautiful sheen of rayon threads but with fewer breakages. Over time Metlter Trilobal Polyester will keep its colour and sheen even with repeated washing and ironing. Great for digitised embroidery designs and satin stitch applique.  

200m spools

",Mettler Polysheen Thread 200m. 40wt Mettler Trilobal Polyester thread with all the beautiful sheen of rayon threads but with fewer breakages. Over time Metler Trilobal Polyester will keep its colour and sheen even with repeated washing and iorning. Great for digitised embroidery designs and satin stitch applique.,"Mettler Polysheen trilobal polyester, mettler polysheen, polysheen thread, polyester thread, Mettler thread, Mettler polysheen thread",Mettler Polysheen Thread 200m,https://www.quiltdirect.co.uk/acatalog/ART2596Grp.jpg,ART3406.jpg,Mettler_Polysheen__200m.html
Mettler Polysheen 800m,"

40wt Mettler Trilobal Polyester thread with all the beautiful sheen of rayon but with fewer breakages. Over time Metler Trilobal Polyester will keep its colour and sheen even with repeated washing and ironing. Great for digitised embroidery designs and satin stitch applique.

800m spools

",Mettler Polysheen Thread 800m. 40wt Mettler Trilobal Polyester thread with all the beautiful sheen of rayon threads but with fewer breakages. Over time Metler Trilobal Polyester will keep its colour and sheen even with repeated washing and iorning. Great for digitised embroidery designs and satin stitch applique.,Mettler Polysheen 800m trilobal polyester,Mettler Polysheen Thread 800m,https://www.quiltdirect.co.uk/acatalog/ART482.jpg,ART2596Grp.jpg,Mettler_Polysheen_800m.html
Mettler Polysheen Embroidery Thread Gift Cases,,,,Mettler Polysheen Embroidery Thread Gift Cases,https://www.quiltdirect.co.uk/acatalog/Art9240grp.jpg,PS85Neutrals-Kitb.jpg,PolysheenGiftKits.html
Mettler Polysheen Multi 200m,"
All the properties of the Mettler Trilobal Polyester Thread and varigated for additional creativity in your needle.

200m spools 

",Mettler Polysheen Multi Thread 200m. 40wt Mettler Trilobal Polyester thread with all the beautiful sheen of rayon threads but with fewer breakages. Over time Metler Trilobal Polyester will keep its colour and sheen even with repeated washing and iorning. Great for digitised embroidery designs and satin stitch applique.,"Polysheen, varigated, Mettler, multi",Mettler Polysheen Multi Coloured Thread 200m,https://www.quiltdirect.co.uk/acatalog/ART4880Grp.jpg,ART482.jpg,Mettler_Polysheen_Multi_200m.html
Mettler Polysheen Multi 800m,"

All the properties of the Mettler Trilobal Polyester Thread but varigated for additional creativity in your needle.

800m spools

",Mettler Polysheen Multi 800m. 40wt Mettler Trilobal Polyester thread with all the beautiful sheen of rayon threads but with fewer breakages. Over time Metler Trilobal Polyester will keep its colour and sheen even with repeated washing and iorning. Great for digitised embroidery designs and satin stitch applique.,Mettler Polysheen Multi 800m. varigated,Mettler Polysheen Multi Coloured Thread 800m,https://www.quiltdirect.co.uk/acatalog/Mettler mettallic group.jpg,ART4880Grp.jpg,Mettler_Polysheen_Multi_800m.html
Mettler Polysheen Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler Polysheen Thread,https://www.quiltdirect.co.uk/acatalog/MetallicGroup.jpg,PolysheenGroup.jpg,Mettler-Polysheen.html
Mettler Seracor Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!


SERACOR the all-round sewing thread among the Amann Group Mettler Overlock threads masters all classical tasks with ease. It can be used for the entire overlock range and has an excellent seam elasticity, connected with a filigree look.
SERACOR has a strong core around which the smooth fibres are spun. This gives the thread the smooth surface. Ideal for borders and all classical overlock tasks.

!!<<strong>>!!Product Features!!<</strong>>!!

Optimal elongation
Outstanding seam elasticity with a filigree look. Sews evenly and gives absolutely flat, clean seams on all fabrics.

Exceptionally smooth
Unrivalled and trouble-free sewability, even on the most sophisticated multi-function overlock machines..

Ideal care qualities

Practical storage
The snap-lock Miniking spool provides a safe, clean, practical storage place. The thread can be locked in place when not in use.



",Mettler Fine Embroidery Cotton Thread 60/2 200m,"Fine Embroidery Cotton  60/2 200m, 100%, long staple, Egyptian",Mettler Seracor Overlocking Thread,https://www.quiltdirect.co.uk/acatalog/Sereflock_Group.jpg,SeracorGroup.jpg,Mettler_Seracor.html
Mettler Seraflock Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!

SERAFLOCK – the full overlock thread for particularly elastic stresses gives great results on any material. Ideal for swimwear and sports clothing.

!!<<strong>>!!Product Features!!<</strong>>!!

High elasticity
Ideal for wool and elastic seams in knitted fabrics, such as underwear, gymnastic and swimwear. Also suitable for decorative seams.

Exceptionally smooth
Unrivalled and trouble-free sewability, even on the most sophisticated multi-function overlock machines.

Ideal care qualities
SERAFLOCK is totally shrink-proof and easy to clean.

Practical storage
The snap-lock Miniking spool provides a safe, clean, practical storage place. The thread can be locked in place when not in use.



",Mettler Fine Embroidery Cotton Thread 60/2 200m,"Fine Embroidery Cotton  60/2 200m, 100%, long staple, Egyptian",Mettler Seraflock Bulked Polyester Overlocker Thread,https://www.quiltdirect.co.uk/acatalog/invisibleGroupB.jpg,Sereflock_Group.jpg,Mettler_Seraflock.html
Mettler Seralene Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!


SERALENE is ideally suited for fine seams on lightweight materials. SERALENE, the overlock thread with exceptional gliding properties, guarantees strong, trim seams that are scarcely visible or tangible. Thanks to its fineness, SERALENE can also be easily used as an underthread. And in a great selection of colours. SERALENE has an unrivalled and disruption-free sewability, including on the most demanding multiple overlock machines.

!!<<strong>>!!Product Features!!<</strong>>!!

Optimal sewability
Suitable for high quality basting as well as for invisible stitching and decorative work. Also ideal as a looper thread.

Exceptionally smooth
Unrivalled and trouble-free sewability, even on the most sophisticated multi-function overlock machines.

Ideal care qualities
SERALENE is totally shrink-proof and easy to clean.

Practical storage
The snap-lock Miniking spool provides a safe, clean, practical storage place. The thread can be locked in place when not in use.

",Mettler Fine Embroidery Cotton Thread 60/2 200m,"Fine Embroidery Cotton  60/2 200m, 100%, long staple, Egyptian",Mettler Seralene Polyester Fine Overlocking Thread,https://www.quiltdirect.co.uk/acatalog/SeracorGroup.jpg,Art2225grp.jpg,Mettler_Seralene.html
Mettler Seralon Polyester 62/2 200m,"Its excellent smoothness, high tensile strength and sewability make the universal SERALON® a reliable partner for all your creations.
Clothes make people and with the universal thread SERALON your items of clothing will be given a special look.. The superb suppleness, high tear resistance and ideal gliding properties make the all-round sewing thread SERALON a reliable partner for all your creations.


Product Features

Universal thread
SERALON® can be used on all fabrics and seams. The thread is easy-iron, shrink-proof and offers great colour fastness.

High tensile strength
Provides greater seam strength, with no thread breakage and high chafe resistance.

Optimal elasticity
Outstanding elasticity, smooth seams and very easy to clean.

Ideal smoothness
No tension regulation required. Its optimal loop design gives a regular seam profile.

High quality surface
The thread feels silky and looks beautiful. Machine Washable.",,,Mettler Seralon Polyester Thread 62/2 200m,https://www.quiltdirect.co.uk/acatalog/,,Mettler-Seralon-Polyester-62-2-200m.html
Mettler Seralon Polyester 62/2 500m,"Its excellent smoothness, high tensile strength and sewability make the universal SERALON® a reliable partner for all your creations.
Clothes make people and with the universal thread SERALON your items of clothing will be given a special look.. The superb suppleness, high tear resistance and ideal gliding properties make the all-round sewing thread SERALON a reliable partner for all your creations.


Product Features

Universal thread
SERALON® can be used on all fabrics and seams. The thread is easy-iron, shrink-proof and offers great colour fastness.

High tensile strength
Provides greater seam strength, with no thread breakage and high chafe resistance.

Optimal elasticity
Outstanding elasticity, smooth seams and very easy to clean.

Ideal smoothness
No tension regulation required. Its optimal loop design gives a regular seam profile.

High quality surface
The thread feels silky and looks beautiful. Machine Washable.",,,Mettler Seralon Polyester Thread 62/2 500m,https://www.quiltdirect.co.uk/acatalog/BEN340015.jpg,,Mettler-Seralon-Polyester-62-2-500m.html
Mettler Seralon Polyester Gift Packs,,,,Mettler Seralon Polyester Gift Packs,https://www.quiltdirect.co.uk/acatalog/QRHMQTH0102.jpg,ARTSE18-KITa.jpg,SerelonPolyesterGiftPacks.html
Mettler Seralon Thread,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!



Its excellent smoothness, high tensile strength and sewability make the universal SERALON® a reliable partner for all your creations.
Clothes make people and with the universal thread SERALON your items of clothing will be given a special look.. The superb suppleness, high tear resistance and ideal gliding properties make the all-round sewing thread SERALON a reliable partner for all your creations.


Product Features

Universal thread
SERALON® can be used on all fabrics and seams. The thread is easy-iron, shrink-proof and offers great colour fastness.

High tensile strength
Provides greater seam strength, with no thread breakage and high chafe resistance.

Optimal elasticity
Outstanding elasticity, smooth seams and very easy to clean.

Ideal smoothness
No tension regulation required. Its optimal loop design gives a regular seam profile.

High quality surface
The thread feels silky and looks beautiful. Machine Washable.",,,Mettler Seralon Thread,https://www.quiltdirect.co.uk/acatalog/ExtrastrongGroup.jpg,SeralonGroup.jpg,Mettler-Seralon.html
Mettler Silk Finish Thread 50/2 Gift Packs,,,,Mettler 100% Cotton Silk Finish Thread 50/2,https://www.quiltdirect.co.uk/acatalog/ARTSE18-KITa.jpg,SF18-Kit.jpg,SilkFinishCottonGiftPacks.html
Mettler Specialist Threads ,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",Mettler Bobbinfil and Transfil threads,"Bobbin thread, invisible thread polyester, nylon, clear thread smoke fine ",Mettler Thread - Bobbin Fil & Invisible Transfil Threads,https://www.quiltdirect.co.uk/acatalog/ART6688Grp.jpg,invisibleGroupB.jpg,MettlerBasics.html
Mettler Thread Cases,,,,Mettler Thread Cases | Sewing & Quilting,https://www.quiltdirect.co.uk/acatalog/AQPCOMBO.jpg,filledgiftcaseclosed.jpg,Thread-Cases.html
Mettler Thread Cases,,,,Mettler Thread Cases,https://www.quiltdirect.co.uk/acatalog/Xmas8SilkFinishKit.jpg,filledgiftcaseclosed.jpg,Thread-Cases-1.html
Mettler Thread Elastic,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!
",,,Mettler Elastic Thread,https://www.quiltdirect.co.uk/acatalog/ART91401222.jpg,ElasticGroup.jpg,Mettler-Elastic.html
Mettler Thread Gift Packs,"Beautifully selected colour selections from ranges of Mettler threads.  They make great gifts and a saving on buying individually too.

",Mettler Thread Gift Selections,Mettler Gift Selections,Mettler Thread Gift Packs,https://www.quiltdirect.co.uk/acatalog/Xmas8SilkFinishKit.jpg,SE18-Kit.jpg,MettlerSelections.html
Mettler Thread Shade Cards,,,,"Mettler Shade Cards - for quilting, embroidery and all your sewing needs",https://www.quiltdirect.co.uk/acatalog/robisonlogo.jpg,Shadecard.jpg,Mettler-Shade-Cards.html
Mettler Threads ,"!!<<strong>>!!Thread Multi Buy Discount
3 or more 7% off
6 or more 12% off
12 or more 17% off

Any combination of colour, size or thread weight within one brand. Excludes Collections, Gift Packs, Shade Cards & Storage. !!<</strong>>!!

Our quilts are made with the best cotton fabrics we can find, so we really should use the best cotton thread available.  All the Mettler Cotton threads are 100% Long Staple, double mercerised cotton. They have exceptional colour fastness and a high breaking resistance. Use the Mettler Silk Finish Thread 50/3 for construction and machine quilting, the Mettler Embroidery Thread 60/2 for accurate machine piecing or a hand appliqué thread which disappears as you stitch, or Machine Quilt an elegant fine line.  

Try Mettler Threads and prove it to yourself.  !!< <a href=""Mettler_all_ranges_Brochure.pdf""_blank""> download a brochure about Mettler Threads...</a>  >!!

","The quality of Mettler Thread is perfect for patchwork, quilting and embroidery.  We stock a vast selection of Mettler threads in 100's colours in 100% cotton, Trilobal Polyester and Metallic as well as Mettler Silk Finish Varigated and Polysheen Multis.","Mettler Threads, Mettler Thread, cotton thread, quality thread, polysheen, piecing, quilting mercerised mercerized trilobal polyester.Mettler Quilting Threads, Mettler Silk Finish, Mettler Polysheen, Mettler Fine Embroidery ",Mettler Threads for Quilting & Sewing,https://www.quiltdirect.co.uk/acatalog/SE18-Kit.jpg,Mettlerlogo.jpg,Mettler.html
Mettler Threads Gift Packs,"Beautifully selected colour selections from ranges of Mettler threads.  They make great gifts and a saving on buying individually too.

",Mettler Thread Gift Selections,Mettler Gift Selections,Mettler Threads Gift Packs,https://www.quiltdirect.co.uk/acatalog/filledgiftcaseclosed.jpg,SE18-Kit.jpg,MettlerSelections-1.html
Mettler Threads Limited Edition Collections,"

",,,Mettler Threads Limited Edition Collections,https://www.quiltdirect.co.uk/acatalog/SF18-Kit.jpg,Xmas8SilkFinishKit.jpg,Seasons-Limited-Editions-1.html
Mettler Threads Polysheen Embroidery Gift Packs & Storage,,,,Mettler Threads Polysheen Embroidery Gift Packs & Storage,https://www.quiltdirect.co.uk/acatalog/TH100488.jpg,PS85Neutrals-Kitb.jpg,PolysheenGiftKits-1.html
Mettler Threads Serelon Gift Packs & Storage,,,,Mettler Threads Serelon Gift Packs & Storage,https://www.quiltdirect.co.uk/acatalog/PS85Neutrals-Kitb.jpg,ARTSE18-KITa.jpg,SerelonPolyesterGiftPacks-1.html
Mettler Threads Silk Finish Gift Packs 100% Cotton,,,,Mettler Threads Silk Finish Gift Packs 100% Cotton,https://www.quiltdirect.co.uk/acatalog/ARTSFQ80136KIT.jpg,SF18-Kit.jpg,SilkFinishCottonGiftPacks-2.html
Mettler Threads Storage,,,,Mettler Threads Storage,https://www.quiltdirect.co.uk/acatalog/ARTSE18-KITa.jpg,ARTSFQ80136KIT.jpg,SilkFinishCottonGiftPacks-1-1.html
Mitre Tools,,,,Mitre Binding Tools for quilting ,https://www.quiltdirect.co.uk/acatalog/BTQM003.jpg,SB001018.jpg,Mitre-Tools.html
